# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:26,Class A,220127000,57.492058,10.505228,Engaged in fishing,0.0,0.0,269.8,147.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 21:18:46,Class A,220127000,57.492148,10.505223,Engaged in fishing,0.0,0.0,274.4,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:19:06,Class A,220127000,57.492128,10.505208,Engaged in fishing,0.0,0.0,277.5,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:19:26,Class A,220127000,57.492125,10.505203,Engaged in fishing,0.0,0.1,284.3,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:19:46,Class A,220127000,57.492145,10.50523,Engaged in fishing,0.0,0.0,288.2,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:20:17,Class A,220127000,57.492158,10.505265,Engaged in fishing,0.0,0.1,293.6,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:20:26,Class A,220127000,57.492155,10.505233,Engaged in fishing,0.0,0.1,296.3,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:20:46,Class A,220127000,57.492132,10.505187,Engaged in fishing,0.0,0.1,294.7,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:20:57,Class A,220127000,57.492138,10.505175,Engaged in fishing,0.0,0.0,294.6,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:21:06,Class A,220127000,57.492145,10.505173,Engaged in fishing,0.0,0.1,295.8,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:21:17,Class A,220127000,57.492142,10.505173,Engaged in fishing,0.0,0.0,297.4,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:21:26,Class A,220127000,57.492135,10.505178,Engaged in fishing,0.0,0.0,302.7,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:21:36,Class A,220127000,57.492148,10.505218,Engaged in fishing,0.0,0.0,310.0,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:21:46,Class A,220127000,57.492145,10.505228,Engaged in fishing,0.0,0.0,311.7,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:21:57,Class A,220127000,57.492138,10.505205,Engaged in fishing,0.0,0.0,309.8,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:22:06,Class A,220127000,57.492133,10.50521,Engaged in fishing,0.0,0.0,309.6,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:22:16,Class A,220127000,57.49213,10.505208,Engaged in fishing,0.0,0.0,308.5,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:22:27,Class A,220127000,57.492135,10.505213,Engaged in fishing,0.0,0.0,308.1,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:22:46,Class A,220127000,57.492137,10.505215,Engaged in fishing,0.0,0.0,308.7,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:22:57,Class A,220127000,57.492138,10.50521,Engaged in fishing,0.0,0.0,310.3,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:23:06,Class A,220127000,57.492138,10.505207,Engaged in fishing,0.0,0.0,309.8,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:23:27,Class A,220127000,57.492133,10.505198,Engaged in fishing,0.0,0.0,303.2,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:23:36,Class A,220127000,57.492138,10.505202,Engaged in fishing,0.0,0.0,303.5,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:23:46,Class A,220127000,57.492145,10.50524,Engaged in fishing,0.0,0.0,302.4,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:23:57,Class A,220127000,57.492142,10.505257,Engaged in fishing,0.0,0.0,302.6,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:24:16,Class A,220127000,57.492137,10.505233,Engaged in fishing,0.0,0.1,308.9,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:24:27,Class A,220127000,57.492133,10.505227,Engaged in fishing,0.0,0.0,310.6,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:24:36,Class A,220127000,57.492138,10.50523,Engaged in fishing,0.0,0.0,310.1,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:24:46,Class A,220127000,57.492142,10.505228,Engaged in fishing,0.0,0.0,309.7,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:24:57,Class A,220127000,57.492145,10.505233,Engaged in fishing,0.0,0.0,311.5,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:25:06,Class A,220127000,57.492137,10.505232,Engaged in fishing,0.0,0.0,312.9,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:25:16,Class A,220127000,57.492133,10.50523,Engaged in fishing,0.0,0.0,311.7,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:25:27,Class A,220127000,57.492132,10.505227,Engaged in fishing,0.0,0.0,310.4,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:25:36,Class A,220127000,57.492125,10.505225,Engaged in fishing,0.0,0.0,311.1,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:25:46,Class A,220127000,57.49213,10.50523,Engaged in fishing,0.0,0.0,314.2,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:25:57,Class A,220127000,57.492118,10.505217,Engaged in fishing,0.0,0.0,313.6,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:26:06,Class A,220127000,57.492117,10.505207,Engaged in fishing,0.0,0.0,310.8,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:26:16,Class A,220127000,57.492123,10.50521,Engaged in fishing,0.0,0.0,309.9,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:26:27,Class A,220127000,57.492135,10.505263,Engaged in fishing,0.0,0.0,308.2,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:26:36,Class A,220127000,57.49214,10.505265,Engaged in fishing,0.0,0.0,309.4,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:27:06,Class A,220127000,57.492138,10.505232,Engaged in fishing,0.0,0.0,306.8,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:27:16,Class A,220127000,57.492135,10.505222,Engaged in fishing,0.0,0.0,307.8,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:27:27,Class A,220127000,57.49214,10.505222,Engaged in fishing,0.0,0.0,302.3,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:27:36,Class A,220127000,57.492143,10.505225,Engaged in fishing,0.0,0.0,303.9,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:27:46,Class A,220127000,57.492147,10.505233,Engaged in fishing,0.0,0.0,305.6,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:28:06,Class A,220127000,57.492148,10.50524,Engaged in fishing,0.0,0.0,302.4,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:28:16,Class A,220127000,57.492153,10.505312,Engaged in fishing,0.0,0.0,301.3,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:28:26,Class A,220127000,57.492148,10.50532,Engaged in fishing,0.0,0.0,301.9,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:28:36,Class A,220127000,57.492148,10.505263,Engaged in fishing,0.0,0.0,303.5,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:28:56,Class A,220127000,57.492148,10.505223,Engaged in fishing,0.0,0.0,304.0,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:29:06,Class A,220127000,57.492148,10.50522,Engaged in fishing,0.0,0.0,305.9,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:29:16,Class A,220127000,57.492148,10.505217,Engaged in fishing,0.0,0.0,307.3,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:29:26,Class A,220127000,57.49214,10.505222,Engaged in fishing,0.0,0.0,310.0,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:29:36,Class A,220127000,57.492138,10.505223,Engaged in fishing,0.0,0.0,310.0,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:29:56,Class A,220127000,57.492135,10.505223,Engaged in fishing,0.0,0.0,313.5,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:30:07,Class A,220127000,57.492135,10.505248,Engaged in fishing,0.0,0.0,315.8,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:30:16,Class A,220127000,57.492118,10.50533,Engaged in fishing,0.0,0.0,315.5,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:30:26,Class A,220127000,57.492102,10.505298,Engaged in fishing,0.0,0.0,312.2,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:30:37,Class A,220127000,57.492098,10.505255,Engaged in fishing,0.0,0.0,311.4,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:30:46,Class A,220127000,57.492097,10.505237,Engaged in fishing,0.0,0.0,313.0,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:30:56,Class A,220127000,57.492098,10.505245,Engaged in fishing,0.0,0.0,315.4,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:31:07,Class A,220127000,57.492102,10.505262,Engaged in fishing,0.0,0.0,318.0,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:31:16,Class A,220127000,57.492118,10.505263,Engaged in fishing,0.0,0.0,318.4,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:31:26,Class A,220127000,57.492108,10.505297,Engaged in fishing,0.0,0.0,318.6,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:31:37,Class A,220127000,57.492107,10.505337,Engaged in fishing,0.0,0.0,315.0,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:31:56,Class A,220127000,57.492105,10.50532,Engaged in fishing,0.0,0.0,327.1,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:32:07,Class A,220127000,57.49211,10.505348,Engaged in fishing,0.0,0.0,315.0,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:32:16,Class A,220127000,57.492117,10.505352,Engaged in fishing,0.0,0.0,315.0,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:32:26,Class A,220127000,57.492118,10.505333,Engaged in fishing,0.0,0.0,315.0,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:32:37,Class A,220127000,57.49212,10.50531,Engaged in fishing,0.0,0.0,327.7,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:32:46,Class A,220127000,57.492123,10.505297,Engaged in fishing,0.0,0.0,329.0,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:32:56,Class A,220127000,57.492125,10.50529,Engaged in fishing,0.0,0.0,328.5,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:33:07,Class A,220127000,57.492127,10.505282,Engaged in fishing,0.0,0.0,328.2,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:33:16,Class A,220127000,57.492125,10.505287,Engaged in fishing,0.0,0.0,324.5,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:33:27,Class A,220127000,57.492123,10.505283,Engaged in fishing,0.0,0.0,315.0,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:33:37,Class A,220127000,57.492127,10.505267,Engaged in fishing,0.0,0.0,324.4,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:33:46,Class A,220127000,57.492128,10.505297,Engaged in fishing,0.0,0.0,325.6,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:33:56,Class A,220127000,57.49213,10.505265,Engaged in fishing,0.0,0.0,326.7,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:34:07,Class A,220127000,57.492133,10.505252,Engaged in fishing,0.0,0.0,329.5,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:34:16,Class A,220127000,57.492133,10.505282,Engaged in fishing,0.0,0.0,329.3,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:34:26,Class A,220127000,57.492133,10.505305,Engaged in fishing,0.0,0.0,327.6,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:34:37,Class A,220127000,57.492143,10.505263,Engaged in fishing,0.0,0.0,329.6,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:34:46,Class A,220127000,57.492145,10.505247,Engaged in fishing,0.0,0.0,330.0,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:34:56,Class A,220127000,57.492143,10.505243,Engaged in fishing,0.0,0.0,332.8,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:35:06,Class A,220127000,57.492143,10.505242,Engaged in fishing,0.0,0.0,334.4,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:35:16,Class A,220127000,57.49214,10.505247,Engaged in fishing,0.0,0.0,335.5,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:35:26,Class A,220127000,57.492142,10.505257,Engaged in fishing,0.0,0.0,336.4,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:35:37,Class A,220127000,57.492143,10.50527,Engaged in fishing,0.0,0.0,337.8,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:35:46,Class A,220127000,57.492142,10.505272,Engaged in fishing,0.0,0.0,340.6,147.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:35:56,Class A,220127000,57.492142,10.505267,Engaged in fishing,0.0,0.0,342.3,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:36:06,Class A,220127000,57.492142,10.505252,Engaged in fishing,0.0,0.0,343.6,145.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:36:16,Class A,220127000,57.492103,10.505413,Engaged in fishing,0.0,0.0,345.3,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:36:26,Class A,220127000,57.492098,10.505443,Engaged in fishing,0.0,0.0,345.6,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:36:37,Class A,220127000,57.492122,10.505358,Engaged in fishing,0.0,0.0,347.8,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:36:42,Class A,220127000,57.492122,10.505358,Engaged in fishing,0.0,0.0,347.8,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:36:46,Class A,220127000,57.492135,10.505288,Engaged in fishing,0.0,0.0,348.6,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:37:06,Class A,220127000,57.49209,10.505435,Engaged in fishing,0.0,0.0,348.7,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:37:26,Class A,220127000,57.492102,10.505358,Engaged in fishing,0.0,0.0,350.7,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:37:46,Class A,220127000,57.492127,10.505257,Engaged in fishing,0.0,0.0,355.6,144.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
26/11/2024 21:37:57,Class A,220127000,57.492133,10.505245,Engaged in fishing,0.0,0.0,357.6,146.0,Unknown,OWRI,FN 261 STJERNE,Fishing,,6.0,17.0,GPS,3.0,STRANDBY,22/04/2025 06:00:00,AIS,13.0,4.0,3.0,3.0
