# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:14,Class A,220092000,57.320647,11.125125,Moored,-3.6,0.0,202.5,80.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 10:51:14,Class A,220092000,57.32064,11.12515,Moored,0.0,0.0,316.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:54:13,Class A,220092000,57.320658,11.125152,Moored,-2.9,0.0,319.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:56:36,Class A,220092000,57.320658,11.125152,Moored,-2.9,0.0,319.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 10:57:12,Class A,220092000,57.320653,11.125165,Moored,2.9,0.0,300.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:00:14,Class A,220092000,57.320658,11.125167,Moored,0.0,0.0,282.4,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:03:14,Class A,220092000,57.320647,11.125152,Moored,0.0,0.0,355.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:06:14,Class A,220092000,57.320647,11.125155,Moored,0.0,0.0,98.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:08:37,Class A,220092000,57.320647,11.125155,Moored,0.0,0.0,98.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:09:12,Class A,220092000,57.320633,11.125163,Moored,-2.9,0.0,223.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:12:13,Class A,220092000,57.320633,11.125168,Moored,0.0,0.0,81.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:12:26,Class B,220092000,57.320633,11.125168,Moored,0.0,0.0,81.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:14:36,Class A,220092000,57.320633,11.125168,Moored,0.0,0.0,81.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:15:12,Class A,220092000,57.320647,11.12515,Moored,4.5,0.0,326.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:18:15,Class A,220092000,57.320633,11.125155,Moored,0.0,0.0,278.5,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:20:36,Class A,220092000,57.320633,11.125155,Moored,0.0,0.0,278.5,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:21:12,Class A,220092000,57.320647,11.125172,Moored,0.0,0.0,278.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:24:12,Class A,220092000,57.32062,11.12514,Moored,2.2,0.0,300.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:26:36,Class A,220092000,57.32062,11.12514,Moored,2.2,0.0,300.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:27:14,Class A,220092000,57.320633,11.12515,Moored,0.0,0.0,84.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:30:12,Class A,220092000,57.320633,11.125138,Moored,0.0,0.0,341.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:32:36,Class A,220092000,57.320633,11.125138,Moored,0.0,0.0,341.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:33:13,Class A,220092000,57.32064,11.125143,Moored,5.4,0.0,24.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:36:12,Class A,220092000,57.320647,11.125145,Moored,0.0,0.0,239.9,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:39:14,Class A,220092000,57.32064,11.125132,Moored,0.0,0.0,235.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:42:15,Class A,220092000,57.320633,11.125142,Moored,0.0,0.0,275.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:44:36,Class A,220092000,57.320633,11.125142,Moored,0.0,0.0,275.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:45:12,Class A,220092000,57.320627,11.125137,Moored,-4.5,0.0,343.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:48:12,Class A,220092000,57.32064,11.125147,Moored,-1.1,0.1,357.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:50:36,Class A,220092000,57.32064,11.125147,Moored,-1.1,0.1,357.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:51:15,Class A,220092000,57.320633,11.12513,Moored,3.6,0.1,14.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:54:13,Class A,220092000,57.320627,11.125125,Moored,-2.2,0.0,358.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:56:36,Class A,220092000,57.320627,11.125125,Moored,-2.2,0.0,358.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 11:57:14,Class A,220092000,57.320633,11.12514,Moored,0.0,0.0,14.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:00:13,Class A,220092000,57.320633,11.12514,Moored,0.0,0.0,73.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:03:15,Class A,220092000,57.320633,11.12514,Moored,-1.1,0.0,46.0,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:06:12,Class A,220092000,57.32062,11.12514,Moored,0.0,0.0,296.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:08:36,Class A,220092000,57.32062,11.12514,Moored,0.0,0.0,296.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:12:14,Class A,220092000,57.320633,11.125135,Moored,0.0,0.0,202.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:14:36,Class A,220092000,57.320633,11.125135,Moored,0.0,0.0,202.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:15:14,Class A,220092000,57.32062,11.125135,Moored,2.2,0.0,265.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:18:12,Class A,220092000,57.320633,11.125127,Moored,0.0,0.0,280.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:20:36,Class A,220092000,57.320633,11.125127,Moored,0.0,0.0,280.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:21:13,Class A,220092000,57.32062,11.125133,Moored,2.2,0.0,302.9,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:24:15,Class A,220092000,57.320633,11.125138,Moored,-3.6,0.0,297.2,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:26:36,Class A,220092000,57.320633,11.125138,Moored,-3.6,0.0,297.2,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:30:13,Class A,220092000,57.32064,11.12512,Moored,1.1,0.0,26.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:32:36,Class A,220092000,57.32064,11.12512,Moored,1.1,0.0,26.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:33:15,Class A,220092000,57.32064,11.12514,Moored,2.2,0.0,55.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:38:36,Class A,220092000,57.32064,11.12514,Moored,2.2,0.0,55.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:39:15,Class A,220092000,57.320633,11.12512,Moored,-2.2,0.0,310.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:42:14,Class A,220092000,57.32064,11.125133,Moored,-1.1,0.0,178.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:44:36,Class A,220092000,57.32064,11.125133,Moored,-1.1,0.0,178.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:45:14,Class A,220092000,57.320653,11.125148,Moored,0.0,0.0,303.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:48:15,Class A,220092000,57.320653,11.125135,Moored,4.5,0.0,6.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:50:36,Class A,220092000,57.320653,11.125135,Moored,4.5,0.0,6.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:51:13,Class A,220092000,57.32064,11.125132,Moored,1.6,0.0,331.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:54:13,Class A,220092000,57.320647,11.125133,Moored,0.0,0.0,294.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:56:36,Class A,220092000,57.320647,11.125133,Moored,0.0,0.0,294.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 12:57:13,Class A,220092000,57.320647,11.12513,Moored,-4.5,0.0,61.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:00:12,Class A,220092000,57.320633,11.125132,Moored,0.0,0.0,37.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:02:36,Class A,220092000,57.320633,11.125132,Moored,0.0,0.0,37.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:03:14,Class A,220092000,57.32064,11.125118,Moored,2.9,0.0,315.1,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:06:15,Class A,220092000,57.320647,11.12514,Moored,0.0,0.0,147.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:08:36,Class A,220092000,57.320647,11.12514,Moored,0.0,0.0,147.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:09:14,Class A,220092000,57.320647,11.12512,Moored,0.0,0.0,7.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:12:14,Class A,220092000,57.320647,11.125132,Moored,-2.9,0.0,4.0,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:14:36,Class A,220092000,57.320647,11.125132,Moored,-2.9,0.0,4.0,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:15:15,Class A,220092000,57.32064,11.125127,Moored,0.0,0.0,258.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:18:14,Class A,220092000,57.320653,11.12513,Moored,-1.1,0.1,304.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:20:36,Class A,220092000,57.320653,11.12513,Moored,-1.1,0.1,304.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:21:14,Class A,220092000,57.320647,11.125123,Moored,7.5,0.1,31.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:24:14,Class A,220092000,57.320647,11.125125,Moored,2.2,0.0,302.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:26:36,Class A,220092000,57.320647,11.125125,Moored,2.2,0.0,302.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:27:12,Class A,220092000,57.32064,11.125133,Moored,-1.1,0.0,234.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:32:36,Class A,220092000,57.32064,11.125133,Moored,-1.1,0.0,234.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:33:13,Class A,220092000,57.320633,11.12513,Moored,0.0,0.0,92.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:36:14,Class A,220092000,57.320633,11.12512,Moored,0.0,0.0,243.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:38:36,Class A,220092000,57.320633,11.12512,Moored,0.0,0.0,243.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:39:12,Class A,220092000,57.320647,11.125132,Moored,0.0,0.0,17.8,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:42:14,Class A,220092000,57.320647,11.125128,Moored,2.9,0.0,283.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:44:36,Class A,220092000,57.320647,11.125128,Moored,2.9,0.0,283.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:45:14,Class A,220092000,57.320647,11.125118,Moored,1.6,0.0,354.5,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:48:13,Class A,220092000,57.320647,11.125125,Moored,0.0,0.0,325.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:51:15,Class A,220092000,57.320627,11.125138,Moored,0.0,0.0,329.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:54:12,Class A,220092000,57.32064,11.125128,Moored,-2.9,0.0,236.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:56:36,Class A,220092000,57.32064,11.125128,Moored,-2.9,0.0,236.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 13:57:13,Class A,220092000,57.320647,11.125135,Moored,3.6,0.0,289.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:00:12,Class A,220092000,57.320627,11.125145,Moored,0.0,0.0,297.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:02:36,Class A,220092000,57.320627,11.125145,Moored,0.0,0.0,297.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:03:14,Class A,220092000,57.320633,11.12513,Moored,1.1,0.0,256.0,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:06:15,Class A,220092000,57.320647,11.12512,Moored,1.1,0.0,314.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:08:37,Class A,220092000,57.320647,11.12512,Moored,1.1,0.0,314.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:12:12,Class A,220092000,57.320647,11.125125,Moored,-2.2,0.0,203.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:14:36,Class A,220092000,57.320647,11.125125,Moored,-2.2,0.0,203.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:15:15,Class A,220092000,57.320633,11.125127,Moored,-1.6,0.0,260.5,82.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:18:14,Class A,220092000,57.32064,11.125123,Moored,0.0,0.0,241.3,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:20:36,Class A,220092000,57.32064,11.125123,Moored,0.0,0.0,241.3,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:21:12,Class A,220092000,57.320627,11.12513,Moored,0.0,0.0,210.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:24:12,Class A,220092000,57.32064,11.125133,Moored,4.5,0.0,135.6,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:26:36,Class A,220092000,57.32064,11.125133,Moored,4.5,0.0,135.6,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:27:15,Class A,220092000,57.320627,11.125138,Moored,0.0,0.0,275.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:30:15,Class A,220092000,57.320627,11.125157,Moored,-1.1,0.0,226.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 14:32:36,Class A,220092000,57.320627,11.125157,Moored,-1.1,0.0,226.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
